Mes,Tipo Atención,Motivo,Sexo,Edad,Comuna del solicitante
junio,Presencial,Consulta,F,37,LAMPA
junio,Presencial,Consulta,M,24,PUENTE ALTO
junio,Presencial,Consulta,M,46,CERRO NAVIA
junio,Presencial,Consulta,F,53,SAN JOAQUIN
junio,Presencial,Consulta,M,30,EL BOSQUE
junio,Presencial,Consulta,M,81,OSORNO
junio,Presencial,Consulta,F,43,LOTA
junio,Presencial,Consulta,F,27,CONCEPCION
junio,Presencial,Consulta,M,55,LA FLORIDA
junio,Presencial,Consulta,M,28,OSORNO
junio,Presencial,Consulta,M,48,SAN BERNARDO
junio,Presencial,Consulta,M,31,SAN RAMON
junio,Presencial,Consulta,M,26,CONCEPCION
junio,Presencial,Consulta,M,52,CORONEL
junio,Presencial,Consulta,F,67,LAS CONDES
junio,Presencial,Consulta,F,23,LA FLORIDA
junio,Presencial,Consulta,M,32,PROVIDENCIA
junio,Telefónico,Consulta,M,No informa edad,MELIPILLA
junio,Presencial,Consulta,M,37,PUDAHUEL
junio,Presencial,Consulta,F,68,CONCEPCION
junio,Presencial,Consulta,M,39,sin indicar
junio,Presencial,Consulta,F,27,SAN CARLOS
junio,Presencial,Consulta,F,33,CONCEPCION
junio,Presencial,Consulta,F,59,SAN CARLOS
junio,Presencial,Consulta,F,8,TIRUA
junio,Presencial,Consulta,F,9,TIRUA
junio,Presencial,Consulta,F,42,PUDAHUEL
junio,Presencial,Consulta,M,74,PUDAHUEL
junio,Presencial,Consulta,M,55,SANTIAGO
junio,Presencial,Consulta,M,19,INDEPENDENCIA
junio,Presencial,Consulta,F,88,RECOLETA
junio,Presencial,Consulta,M,45,CORONEL
junio,Presencial,Consulta,M,48,CHIGUAYANTE
junio,Presencial,Consulta,M,23,LOS ANGELES
junio,Presencial,Consulta,M,4,LA FLORIDA
junio,BUZON,Reclamo,M,39,ARAUCO
junio,Presencial,Consulta,M,49,SANTIAGO
junio,Presencial,Consulta,F,2,LO BARNECHEA
junio,Presencial,Consulta,M,31,COLINA
junio,Presencial,Consulta,F,41,SAN BERNARDO
junio,Presencial,Consulta,F,4,CONCHALI
junio,Presencial,Consulta,M,31,ESTACION CENTRAL
junio,Presencial,Consulta,F,41,LAS CONDES
junio,Presencial,Consulta,F,39,CONCHALI
junio,Presencial,Consulta,M,54,LA PINTANA
junio,Presencial,Consulta,M,35,MAIPU
junio,Telefónico,Consulta,F,25,BUIN
junio,Presencial,Consulta,M,30,INDEPENDENCIA
junio,Presencial,Consulta,M,42,PUENTE ALTO
junio,Presencial,Consulta,M,37,PENALOLEN
junio,Presencial,Consulta,F,25,PUENTE ALTO
junio,Presencial,Consulta,M,82,LA FLORIDA
junio,Presencial,Consulta,M,69,TALCAHUANO
junio,Presencial,Consulta,F,52,OSORNO
junio,Presencial,Consulta,M,21,HUALPEN
junio,Presencial,Consulta,F,18,NUNOA
junio,Presencial,Consulta,F,33,SAN RAMON
junio,Presencial,Consulta,M,40,PUERTO OCTAY
junio,Presencial,Consulta,M,19,NUNOA
junio,Presencial,Consulta,M,45,CALBUCO
junio,Presencial,Consulta,F,16,HUASCO
junio,Presencial,Consulta,F,18,PUENTE ALTO
junio,Presencial,Consulta,F,64,TALCAHUANO
junio,Presencial,Consulta,M,31,CASTRO
junio,Presencial,Consulta,F,35,OSORNO
junio,Presencial,Consulta,F,33,SAN RAMON
junio,Presencial,Consulta,F,25,CASTRO
junio,Presencial,Consulta,F,24,HUECHURABA
junio,Presencial,Consulta,M,43,LA FLORIDA
junio,Presencial,Consulta,M,50,PENCO
junio,Presencial,Consulta,F,26,ISLA DE MAIPO
junio,Presencial,Consulta,F,36,OSORNO
junio,Presencial,Consulta,F,16,OSORNO
junio,Presencial,Consulta,F,16,PUNTA ARENAS
junio,Presencial,Consulta,F,29,SAN PABLO
junio,Presencial,Consulta,M,20,SANTIAGO
junio,Presencial,Consulta,F,10,SAN PABLO
junio,Presencial,Consulta,F,45,EL CARMEN
junio,Presencial,Consulta,F,41,LAMPA
junio,Presencial,Consulta,M,35,CHILLAN
junio,Presencial,Consulta,M,51,RECOLETA
junio,Presencial,Consulta,M,37,OSORNO
junio,Presencial,Consulta,F,52,PENCO
junio,Telefónico,Consulta,F,23,TALAGANTE
junio,Telefónico,Consulta,F,23,TALAGANTE
junio,Presencial,Consulta,M,42,COPIAPO
junio,Presencial,Consulta,F,40,HUALQUI
junio,Presencial,Consulta,F,2,QUILICURA
junio,Virtual,Reclamo,F,40,SAN FELIPE
junio,Presencial,Consulta,M,55,SAN PEDRO DE LA PAZ
junio,Presencial,Consulta,F,22,SANTIAGO
junio,Presencial,Consulta,F,29,BUIN
junio,Presencial,Consulta,F,16,QUILICURA
junio,Presencial,Consulta,M,2,HUALPEN
junio,Presencial,Consulta,F,30,LA CISTERNA
junio,Presencial,Consulta,F,14,PUENTE ALTO
junio,Presencial,Consulta,M,41,PUENTE ALTO
junio,Presencial,Consulta,M,16,RECOLETA
junio,Presencial,Consulta,M,51,LAS CONDES
junio,Presencial,Consulta,F,11,CONCEPCION
junio,Presencial,Consulta,M,41,LA GRANJA
junio,Presencial,Consulta,M,52,PUENTE ALTO
junio,Presencial,Consulta,F,12,HUECHURABA
junio,Presencial,Consulta,F,17,MAIPU
junio,Presencial,Consulta,F,43,SAN PEDRO DE LA PAZ
junio,Presencial,Consulta,F,36,QUILICURA
junio,Presencial,Consulta,M,63,CHIGUAYANTE
junio,Presencial,Consulta,M,36,PUDAHUEL
junio,Presencial,Consulta,M,48,PROVIDENCIA
junio,Presencial,Consulta,M,42,CHIGUAYANTE
junio,Presencial,Consulta,M,22,SANTIAGO
junio,Presencial,Consulta,M,63,CALDERA
junio,Presencial,Consulta,F,50,MAIPU
junio,Presencial,Consulta,M,30,PUENTE ALTO
junio,Presencial,Consulta,F,29,PARRAL
junio,Presencial,Consulta,F,44,DIEGO DE ALMAGRO
junio,Presencial,Consulta,F,1,NUNOA
junio,Presencial,Consulta,M,47,QUINTA NORMAL
junio,Presencial,Consulta,F,43,RENCA
junio,Presencial,Consulta,M,6,LAMPA
junio,Presencial,Consulta,F,42,COPIAPO
junio,Presencial,Consulta,M,39,SAN CLEMENTE
junio,Presencial,Consulta,M,28,INDEPENDENCIA
junio,Presencial,Consulta,F,28,PEDRO A. CERDA
junio,Presencial,Consulta,F,24,PUDAHUEL
junio,Presencial,Consulta,M,75,RIO NEGRO
junio,Presencial,Consulta,M,20,INDEPENDENCIA
junio,Presencial,Consulta,F,45,CORONEL
junio,Presencial,Consulta,M,44,LA PINTANA
junio,Presencial,Consulta,M,65,FRUTILLAR
junio,Presencial,Consulta,F,50,TALCA
junio,Presencial,Consulta,F,77,PROVIDENCIA
junio,Presencial,Consulta,F,29,CORONEL
junio,Presencial,Consulta,M,49,TALCA
junio,Presencial,Consulta,F,45,SAN NICOLAS
junio,Presencial,Consulta,F,38,CHIGUAYANTE
junio,Presencial,Consulta,F,35,BUIN
junio,Presencial,Consulta,F,21,VITACURA
junio,Presencial,Consulta,M,32,PUDAHUEL
junio,Presencial,Consulta,F,13,QUILICURA
junio,Presencial,Consulta,F,40,QUILICURA
junio,Presencial,Consulta,F,56,SAN JOSE DE MAIPO
junio,Presencial,Consulta,M,32,SAN JOSE DE MAIPO
junio,Presencial,Consulta,M,38,RENCA
junio,Presencial,Consulta,F,22,CALBUCO
junio,Presencial,Consulta,M,40,PUENTE ALTO
junio,Presencial,Consulta,M,36,NUNOA
junio,Presencial,Consulta,F,61,CONCHALI
junio,Presencial,Consulta,M,33,MELIPILLA
junio,Presencial,Consulta,M,43,QUILICURA
junio,Presencial,Consulta,F,20,MELIPILLA
junio,Presencial,Consulta,M,54,BUIN
junio,Presencial,Consulta,M,31,CONCHALI
junio,Presencial,Consulta,F,40,PENALOLEN
junio,Presencial,Consulta,M,46,PROVIDENCIA
junio,Presencial,Consulta,M,53,INDEPENDENCIA
junio,Presencial,Consulta,M,19,PUDAHUEL
junio,Presencial,Consulta,M,2,sin indicar
junio,Presencial,Consulta,M,61,ESTACION CENTRAL
junio,Presencial,Consulta,M,2,sin indicar
junio,Presencial,Consulta,M,31,CONCHALI
junio,Presencial,Consulta,M,57,MAIPU
junio,Presencial,Consulta,M,37,PUENTE ALTO
junio,Presencial,Consulta,F,7,TOME
junio,Presencial,Consulta,M,69,LA REINA
junio,Presencial,Consulta,M,46,CERRO NAVIA
junio,Presencial,Consulta,M,28,TALAGANTE
junio,Presencial,Consulta,F,48,MAIPU
junio,Presencial,Consulta,M,35,LO PRADO
junio,Presencial,Consulta,F,28,LA FLORIDA
junio,Presencial,Consulta,M,63,PUENTE ALTO
junio,Presencial,Consulta,M,65,QUINTA NORMAL
junio,Presencial,Consulta,M,33,PUENTE ALTO
junio,Presencial,Consulta,M,33,SAN MIGUEL
junio,Presencial,Consulta,M,81,PROVIDENCIA
junio,Presencial,Consulta,M,48,FRUTILLAR
junio,Presencial,Consulta,M,21,QUILLECO
junio,Presencial,Consulta,M,4,VITACURA
junio,Presencial,Consulta,M,20,QUINTA NORMAL
junio,Presencial,Consulta,M,51,RANCAGUA
junio,Presencial,Consulta,F,21,MAIPU
junio,Presencial,Consulta,M,59,LOS ANGELES
junio,Presencial,Consulta,F,36,LEBU
junio,Presencial,Consulta,M,54,PLACILLA
junio,Presencial,Consulta,F,24,DIEGO DE ALMAGRO
junio,Presencial,Consulta,M,65,NUEVA IMPERIAL
junio,Presencial,Consulta,F,31,COLINA
junio,Presencial,Consulta,F,27,VALLENAR
junio,Presencial,Consulta,M,22,LAS CONDES
junio,Presencial,Consulta,M,36,OSORNO
junio,Presencial,Consulta,M,34,PUENTE ALTO
junio,Presencial,Consulta,F,76,CONCHALI
junio,Presencial,Consulta,F,69,PENALOLEN
junio,Presencial,Consulta,M,36,CALBUCO
junio,Presencial,Consulta,M,38,ISLA DE MAIPO
junio,Presencial,Consulta,F,29,LA FLORIDA
junio,Presencial,Consulta,M,49,LA PINTANA
junio,Presencial,Consulta,F,36,ISLA DE MAIPO
junio,Presencial,Consulta,M,23,PUERTO MONTT
junio,Presencial,Consulta,M,46,CERRO NAVIA
junio,Presencial,Consulta,F,40,SANTIAGO
junio,Presencial,Consulta,M,48,SAN BERNARDO
junio,Presencial,Consulta,M,53,INDEPENDENCIA
junio,Presencial,Consulta,F,52,PUERTO MONTT
junio,Presencial,Consulta,F,17,PUERTO MONTT
junio,Presencial,Consulta,M,6,CONCHALI
junio,Presencial,Consulta,F,39,MELIPILLA
junio,Telefónico,Consulta,F,37,SAN BERNARDO
junio,Presencial,Consulta,M,69,RANCAGUA
junio,Presencial,Consulta,M,53,MAIPU
junio,Presencial,Consulta,F,22,ISLA DE MAIPO
junio,Presencial,Consulta,M,27,LO PRADO
junio,Presencial,Consulta,F,41,QUINTA NORMAL
junio,Presencial,Consulta,M,38,SANTIAGO
junio,Presencial,Consulta,M,45,LAS CONDES
junio,Presencial,Consulta,M,28,LOS ANGELES
junio,Presencial,Consulta,F,4,QUINTA NORMAL
junio,Presencial,Consulta,F,59,SAN RAMON
junio,Presencial,Consulta,F,46,LA FLORIDA
junio,Presencial,Consulta,F,37,CERRO NAVIA
junio,Telefónico,Consulta,F,22,PUENTE ALTO
junio,Presencial,Consulta,F,33,ISLA DE MAIPO
junio,Presencial,Consulta,F,13,PENAFLOR
junio,Presencial,Consulta,F,44,EL BOSQUE
junio,Presencial,Consulta,F,64,PENALOLEN
junio,Presencial,Consulta,F,64,PENALOLEN
junio,Presencial,Consulta,F,39,LAS CONDES
junio,Presencial,Consulta,F,44,EL BOSQUE
junio,Presencial,Consulta,F,19,MAIPU
junio,Presencial,Consulta,M,21,CERRO NAVIA
junio,Presencial,Consulta,M,44,LAS CONDES
junio,Presencial,Consulta,F,64,CHIGUAYANTE
junio,Presencial,Consulta,M,16,RECOLETA
junio,Presencial,Consulta,M,31,NUNOA
junio,Presencial,Consulta,M,42,SANTIAGO
junio,Telefónico,Consulta,M,39,EL BOSQUE
junio,Presencial,Consulta,M,57,CONCEPCION
junio,Presencial,Consulta,F,38,MAIPU
junio,Telefónico,Consulta,F,27,MELIPILLA
junio,Presencial,Consulta,F,20,LA FLORIDA
junio,Presencial,Consulta,M,74,LA FLORIDA
junio,Presencial,Consulta,M,34,CERRO NAVIA
junio,Presencial,Consulta,M,23,PUDAHUEL
junio,Presencial,Consulta,F,24,TALAGANTE
junio,Presencial,Consulta,M,37,PEDRO A. CERDA
junio,Presencial,Consulta,F,16,LEBU
junio,Telefónico,Consulta,F,33,ESTACION CENTRAL
junio,Presencial,Consulta,F,48,CONCEPCION
junio,Presencial,Consulta,F,74,HUALPEN
junio,Presencial,Consulta,F,44,SAN PEDRO DE LA PAZ
junio,Virtual,Reclamo,F,40,SAN FELIPE
junio,Presencial,Consulta,M,36,VITACURA
junio,Presencial,Consulta,M,39,CERRO NAVIA
junio,Presencial,Consulta,M,22,PALENA
junio,Presencial,Consulta,F,20,CHAITEN
junio,Presencial,Consulta,M,22,LA FLORIDA
junio,Presencial,Consulta,M,6,PUENTE ALTO
junio,Presencial,Consulta,F,26,CONCEPCION
junio,Presencial,Consulta,M,28,PUNTA ARENAS
junio,Presencial,Consulta,M,28,PUENTE ALTO
junio,Presencial,Consulta,F,39,MACUL
junio,Presencial,Consulta,M,21,CONCEPCION
junio,Presencial,Consulta,M,10,COPIAPO
junio,Presencial,Consulta,M,25,ISLA DE MAIPO
junio,Telefónico,Consulta,M,25,RECOLETA
junio,Virtual,Consulta,F,18,TIL-TIL
junio,Virtual,Reclamo,F,34,COYHAIQUE
junio,Presencial,Consulta,M,45,EL CARMEN
junio,Virtual,Sugerencia,F,28,sin indicar
junio,Presencial,Consulta,F,43,LAS CONDES
junio,Presencial,Consulta,F,30,LA PINTANA
junio,Presencial,Consulta,M,21,LA GRANJA
junio,Presencial,Consulta,F,34,SANTIAGO
junio,Presencial,Consulta,M,46,MAIPU
junio,Presencial,Consulta,F,27,MAIPU
junio,Presencial,Consulta,M,38,PUENTE ALTO
junio,Presencial,Consulta,M,68,HUECHURABA
junio,Presencial,Consulta,F,62,RENCA
junio,Presencial,Consulta,M,39,LA PINTANA
junio,Presencial,Consulta,M,35,CONCEPCION
junio,Presencial,Consulta,M,43,COLINA
junio,Presencial,Consulta,F,42,PUENTE ALTO
junio,Presencial,Consulta,F,37,LO PRADO
junio,Presencial,Consulta,M,14,LO PRADO
junio,Presencial,Consulta,F,13,LO PRADO
junio,Presencial,Consulta,M,30,PENALOLEN
junio,Presencial,Consulta,M,30,QUILICURA
junio,Presencial,Consulta,F,17,CHIGUAYANTE
junio,Presencial,Consulta,F,50,MAIPU
junio,Presencial,Consulta,M,19,COPIAPO
junio,Presencial,Consulta,M,62,CONCEPCION
junio,Presencial,Consulta,M,45,COLINA
junio,Presencial,Consulta,M,56,COPIAPO
junio,Presencial,Consulta,F,47,LO PRADO
junio,Presencial,Consulta,M,46,COLINA
junio,Presencial,Consulta,M,27,CERRO NAVIA
junio,Presencial,Consulta,M,31,COPIAPO
junio,Presencial,Consulta,F,55,QUINTA NORMAL
junio,Presencial,Consulta,M,37,ESTACION CENTRAL
junio,Presencial,Consulta,M,38,EL BOSQUE
junio,Presencial,Consulta,M,44,CERRILLOS
junio,Presencial,Consulta,M,45,PUENTE ALTO
junio,Presencial,Consulta,F,60,LO ESPEJO
junio,Presencial,Consulta,F,41,PUERTO VARAS
junio,Presencial,Consulta,F,39,OSORNO
junio,Presencial,Consulta,F,35,TALCAHUANO
junio,Presencial,Consulta,M,26,NUNOA
junio,Presencial,Consulta,M,31,LO ESPEJO
junio,Presencial,Consulta,M,25,PUENTE ALTO
junio,Presencial,Consulta,F,64,LO PRADO
junio,Presencial,Consulta,F,25,LA PINTANA
junio,Presencial,Consulta,M,35,COPIAPO
junio,Presencial,Consulta,M,59,LA FLORIDA
junio,Presencial,Consulta,F,46,LA FLORIDA
junio,Presencial,Consulta,M,23,CERRO NAVIA
junio,Presencial,Consulta,M,43,LA FLORIDA
junio,Presencial,Consulta,F,27,LA FLORIDA
junio,Presencial,Consulta,F,25,MAIPU
junio,Presencial,Consulta,F,28,LA PINTANA
junio,Presencial,Consulta,M,37,SAN RAMON
junio,Presencial,Consulta,F,24,EL BOSQUE
junio,Presencial,Consulta,F,15,COPIAPO
junio,Presencial,Consulta,F,18,FRUTILLAR
junio,Presencial,Consulta,M,20,HUALAIHUE
junio,Presencial,Consulta,M,35,TALAGANTE
junio,Presencial,Consulta,M,31,TOME
junio,Presencial,Consulta,F,28,SANTIAGO
junio,Presencial,Consulta,F,19,MAIPU
junio,Presencial,Consulta,F,15,NUNOA
junio,Presencial,Consulta,F,25,LO BARNECHEA
junio,Presencial,Consulta,M,22,SAN CARLOS
junio,Presencial,Consulta,M,50,PENAFLOR
junio,Presencial,Consulta,F,35,PUERTO VARAS
junio,Presencial,Consulta,F,28,PROVIDENCIA
junio,Presencial,Consulta,F,55,ISLA DE MAIPO
junio,Presencial,Consulta,M,20,MAIPU
junio,Presencial,Consulta,M,43,CONCEPCION
junio,Presencial,Consulta,F,56,VALLENAR
junio,Presencial,Consulta,M,36,MARIA PINTO
junio,Presencial,Consulta,F,44,MARIA PINTO
junio,Presencial,Consulta,M,15,MARIA PINTO
junio,Presencial,Consulta,M,45,MARIA PINTO
junio,Presencial,Consulta,F,61,LAS CONDES
junio,Presencial,Consulta,F,66,SAN MIGUEL
junio,Presencial,Consulta,F,17,PUENTE ALTO
junio,Presencial,Consulta,F,47,CERRO NAVIA
junio,Presencial,Consulta,M,18,LO PRADO
junio,BUZON,Reclamo,M,55,LA FLORIDA
junio,Presencial,Consulta,F,9,SAN BERNARDO
junio,Presencial,Consulta,M,62,SANTIAGO
junio,Presencial,Consulta,F,45,SAN BERNARDO
junio,Presencial,Consulta,M,17,CERRO NAVIA
junio,Presencial,Consulta,F,38,CERRO NAVIA
junio,BUZON,Reclamo,M,52,SAN RAMON
junio,Presencial,Consulta,F,62,LO BARNECHEA
junio,Presencial,Consulta,M,63,CHILLAN VIEJO
junio,Presencial,Consulta,F,43,SAN RAMON
junio,Presencial,Consulta,F,60,CHILLAN VIEJO
junio,Presencial,Consulta,F,43,RENCA
junio,Presencial,Consulta,F,33,CHILLAN
junio,Presencial,Consulta,M,19,COPIAPO
junio,Presencial,Consulta,F,48,MAIPU
junio,Presencial,Consulta,F,15,SAN FELIPE
junio,Presencial,Consulta,F,58,SAN RAMON
junio,Presencial,Consulta,M,25,SANTIAGO
junio,Presencial,Consulta,F,51,LA PINTANA
junio,Presencial,Consulta,M,55,CHILLAN
junio,Presencial,Consulta,M,60,MELIPILLA
junio,Presencial,Consulta,M,70,SAN CARLOS
junio,Presencial,Consulta,M,9,ISLA DE MAIPO
junio,Presencial,Consulta,M,33,QUIRIHUE
junio,Presencial,Consulta,F,58,SAN CARLOS
junio,Presencial,Consulta,M,41,CANETE
junio,Virtual,Consulta,F,23,IQUIQUE
junio,Presencial,Consulta,M,25,LA FLORIDA
junio,Presencial,Consulta,M,30,SAN CARLOS
junio,Presencial,Consulta,M,62,ESTACION CENTRAL
junio,Presencial,Consulta,F,49,MAIPU
junio,Presencial,Consulta,F,17,CERRILLOS
junio,Presencial,Consulta,M,50,EL CARMEN
junio,Telefónico,Consulta,F,19,QUINTA NORMAL
junio,Presencial,Consulta,F,41,MELIPILLA
junio,Presencial,Consulta,F,7,CHILLAN VIEJO
junio,Presencial,Consulta,M,16,LO BARNECHEA
junio,Presencial,Consulta,M,55,CONCHALI
junio,Presencial,Consulta,M,57,LA PINTANA
junio,Presencial,Consulta,M,29,PUENTE ALTO
junio,Telefónico,Consulta,M,No informa edad,ALHUE
junio,Telefónico,Consulta,F,28,TALAGANTE
junio,Presencial,Consulta,F,2,QUILICURA
junio,Presencial,Consulta,F,73,BUIN
junio,Presencial,Consulta,F,45,COELEMU
junio,Presencial,Consulta,M,63,PROVIDENCIA
junio,Virtual,Acceso,F,69,LA GRANJA
junio,Presencial,Consulta,F,47,MELIPILLA
junio,Presencial,Consulta,M,36,RIO BUENO
junio,Virtual,Consulta,F,30,PROVIDENCIA
junio,Presencial,Consulta,M,28,CURACAVI
junio,Presencial,Consulta,F,8,PENALOLEN
junio,Presencial,Consulta,M,49,LA FLORIDA
junio,Presencial,Consulta,F,22,SANTIAGO
junio,Presencial,Consulta,F,2,MAIPU
junio,Presencial,Consulta,M,28,PUENTE ALTO
junio,Presencial,Consulta,M,46,HUECHURABA
junio,Presencial,Consulta,F,68,ESTACION CENTRAL
junio,Presencial,Consulta,F,21,LO ESPEJO
junio,Presencial,Consulta,M,21,QUINTA NORMAL
junio,Virtual,Acceso,M,No informa edad,LA REINA
junio,Presencial,Consulta,F,23,EL BOSQUE
junio,Presencial,Consulta,M,18,PUERTO MONTT
junio,Virtual,Acceso,M,No informa edad,LA REINA
junio,Presencial,Consulta,M,48,BUIN
junio,Telefónico,Consulta,F,37,LA FLORIDA
junio,Presencial,Consulta,M,50,LO PRADO
junio,Presencial,Consulta,F,23,LA PINTANA
junio,Presencial,Consulta,F,13,PENAFLOR
junio,Presencial,Consulta,M,48,PROVIDENCIA
junio,Presencial,Consulta,M,24,LA CISTERNA
junio,Presencial,Consulta,F,34,LA GRANJA
junio,Presencial,Consulta,M,21,QUILICURA
junio,Presencial,Consulta,M,23,MULCHEN
junio,Presencial,Consulta,F,41,PUENTE ALTO
junio,Presencial,Consulta,M,27,TOME
junio,Presencial,Consulta,M,45,CHIGUAYANTE
junio,Presencial,Consulta,M,17,CHIGUAYANTE
junio,Virtual,Acceso,M,No informa edad,LA REINA
junio,Telefónico,Consulta,F,22,LA PINTANA
junio,Presencial,Consulta,M,50,LO PRADO
junio,Presencial,Consulta,F,57,LA FLORIDA
junio,Telefónico,Consulta,M,35,EL MONTE
junio,BUZON,Reclamo,F,20,CONCEPCION
junio,Telefónico,Consulta,F,No informa edad,TALAGANTE
junio,Telefónico,Consulta,M,No informa edad,MELIPILLA
junio,Presencial,Consulta,F,13,QUIRIHUE
junio,Presencial,Consulta,F,3,PENAFLOR
junio,Telefónico,Consulta,F,27,CERRO NAVIA
junio,Presencial,Consulta,F,19,QUIRIHUE
junio,Presencial,Consulta,M,27,QUIRIHUE
junio,Presencial,Consulta,F,24,COIHUECO
junio,Virtual,Consulta,M,52,QUILLOTA
junio,Presencial,Consulta,M,29,EL CARMEN
junio,Presencial,Consulta,M,5,EL BOSQUE
junio,Virtual,Reclamo,F,40,SAN FELIPE
junio,Presencial,Consulta,F,49,SAN BERNARDO
junio,Presencial,Consulta,M,64,EL CARMEN
junio,Telefónico,Consulta,F,36,SANTIAGO
junio,Presencial,Consulta,F,3,COLINA
junio,Presencial,Consulta,F,3,COLINA
junio,Presencial,Consulta,M,24,SAN FELIPE
junio,Presencial,Consulta,M,56,LA CISTERNA
junio,Presencial,Consulta,M,10,LO PRADO
junio,Presencial,Consulta,F,16,PUENTE ALTO
junio,Presencial,Consulta,F,39,SAN MIGUEL
junio,Presencial,Consulta,M,17,CORONEL
junio,Presencial,Consulta,M,17,LO BARNECHEA
junio,Presencial,Consulta,M,22,MAIPU
junio,Presencial,Consulta,M,25,PEDRO A. CERDA
junio,Presencial,Consulta,F,24,RECOLETA
junio,Presencial,Consulta,F,35,LO PRADO
junio,Presencial,Consulta,M,31,RENCA
junio,Presencial,Consulta,F,35,PENALOLEN
junio,Presencial,Consulta,F,32,CONCEPCION
junio,Presencial,Consulta,M,20,PENAFLOR
junio,Presencial,Consulta,M,47,CERRO NAVIA
junio,Presencial,Consulta,M,75,QUIRIHUE
junio,Presencial,Consulta,M,42,COLINA
junio,Telefónico,Consulta,F,33,MELIPILLA
junio,Presencial,Consulta,M,21,LA FLORIDA
junio,Presencial,Consulta,M,51,CHIGUAYANTE
junio,Presencial,Consulta,M,23,EL BOSQUE
junio,Presencial,Consulta,M,12,PUDAHUEL
junio,Presencial,Consulta,F,50,CHILLAN
junio,Presencial,Consulta,F,49,QUILLON
junio,Presencial,Consulta,M,22,SAN BERNARDO
junio,Presencial,Consulta,F,28,EL MONTE
junio,Presencial,Consulta,M,72,PAINE
junio,Presencial,Consulta,F,16,LOTA
junio,Presencial,Consulta,F,43,PUDAHUEL
junio,Presencial,Consulta,M,54,MAIPU
junio,Presencial,Consulta,M,19,LOS MUERMOS
junio,Presencial,Consulta,F,21,CONCHALI
junio,Presencial,Consulta,F,20,CORONEL
junio,Presencial,Consulta,M,21,PENCO
junio,Presencial,Consulta,F,19,LA FLORIDA
junio,Presencial,Consulta,F,23,PUERTO MONTT
junio,Presencial,Consulta,F,27,LAS CONDES
junio,Presencial,Consulta,F,34,TOME
junio,Presencial,Consulta,F,23,SAN RAMON
junio,Presencial,Consulta,M,34,LA GRANJA
junio,Presencial,Consulta,F,37,SAN BERNARDO
junio,Presencial,Consulta,F,61,PUDAHUEL
junio,Presencial,Consulta,F,22,PADRE HURTADO
junio,Presencial,Consulta,M,46,RENCA
junio,Presencial,Consulta,M,55,PENAFLOR
junio,Presencial,Consulta,M,34,EL BOSQUE
junio,Presencial,Consulta,M,2,PROVIDENCIA
junio,Presencial,Consulta,F,28,SANTIAGO
junio,Presencial,Consulta,M,57,COLINA
junio,Presencial,Consulta,M,52,CORONEL
junio,Presencial,Consulta,M,23,PENAFLOR
junio,Presencial,Consulta,F,23,INDEPENDENCIA
junio,Presencial,Consulta,F,31,COLINA
junio,Presencial,Consulta,M,37,MARIA PINTO
junio,Presencial,Consulta,M,23,LA FLORIDA
junio,Presencial,Consulta,M,44,EL BOSQUE
junio,Presencial,Consulta,F,61,MELIPILLA
junio,Presencial,Consulta,F,67,QUILICURA
junio,Presencial,Consulta,M,49,SAN MIGUEL
junio,Presencial,Consulta,M,34,NUNOA
junio,Presencial,Consulta,M,64,LA PINTANA
junio,Presencial,Consulta,M,29,PUDAHUEL
junio,Presencial,Consulta,M,16,COYHAIQUE
junio,Presencial,Consulta,M,13,HUALAIHUE
junio,Presencial,Consulta,F,52,EL BOSQUE
junio,BUZON,Acceso,F,21,CONCHALI
junio,Presencial,Consulta,M,26,SAN IGNACIO
junio,Presencial,Consulta,F,52,TOME
junio,Presencial,Consulta,M,41,TOME
junio,Presencial,Consulta,M,53,CABRERO
junio,Presencial,Consulta,M,28,QUIRIHUE
junio,Presencial,Consulta,F,8,RANCAGUA
junio,Presencial,Consulta,F,51,LA PINTANA
junio,Presencial,Consulta,M,36,PENALOLEN
junio,Presencial,Consulta,M,44,LA PINTANA
junio,Presencial,Consulta,M,57,MAIPU
junio,Presencial,Consulta,M,33,FREIRINA
junio,Presencial,Consulta,F,52,LA GRANJA
junio,Presencial,Consulta,F,27,HUASCO
junio,Presencial,Consulta,F,28,LA GRANJA
junio,Presencial,Consulta,M,45,QUIRIHUE
junio,Presencial,Consulta,M,21,VALLENAR
junio,Telefónico,Consulta,F,19,MAIPU
junio,Presencial,Consulta,F,50,LA GRANJA
junio,Presencial,Consulta,M,50,QUIRIHUE
junio,Presencial,Consulta,M,55,PUENTE ALTO
junio,Presencial,Consulta,M,33,LOS ALAMOS
junio,Presencial,Consulta,M,69,CERRILLOS
junio,Presencial,Consulta,M,43,ESTACION CENTRAL
junio,BUZON,Reclamo,F,55,PUENTE ALTO
junio,Presencial,Consulta,M,56,CHILLAN
junio,Presencial,Consulta,M,29,YUNGAY
junio,Telefónico,Consulta,F,39,MAIPU
junio,Presencial,Consulta,F,57,LA FLORIDA
junio,Presencial,Consulta,M,42,LAJA
junio,Presencial,Consulta,M,70,RECOLETA
junio,Presencial,Consulta,M,19,MAIPU
junio,Presencial,Consulta,M,50,LO PRADO
junio,Presencial,Consulta,F,11,RANCAGUA
junio,Presencial,Consulta,M,22,LO BARNECHEA
junio,Presencial,Consulta,M,68,RECOLETA
